date,views,likes,comments,shares,total engagements,engagement rate %,company name,post topic,post url,post content,number of faces,face emotion,face position,face area %,objects,number of objects,object 1,object 1 position,object 1 area %,object 2,object 2 position,object 2 area %,text length,dominant colour,cta,cta position,cta area %,logos,logo 1 name,logo 1 position,logo 1 area %,logo 2 name,logo 2 position,logo 2 area %,number of persons,person area %
2023-09-19,3674,22,0,0,22,0.6,Infosys,Awards & Recognition,https://twitter.com/Infosys/status/1704118147979067474,Infosys wins Global Partner of the year for Customer Success at Oracle #CloudWorld 2023. It is a testimonial to our unweaving focus to deliver business success to our clients through technology transformation. #InfyAtOCW23,3,Joy,center-right,,"Person, Chair, Person, Chair, Person, Person",6,Person,bottom-right,,Chair,bottom-left,,109,silver,,,,Infosys,Infosys,bottom-center,,,,,4,16.22416169
2023-09-22,1595,7,0,0,7,0.44,Infosys,Offerings,https://twitter.com/Infosys/status/1705114714307477549,"Claim processing can be complex and time-consuming, leading to unhappy customers. Learn how Infosys Guidewire's mobile claims surveyor helps insurers optimize claim-handling processes and improve customer satisfaction. Read more. http://infy.com/3PLkEUL #Insurance",1,Joy,center-right,,"Person, Laptop, Table top, Clothing",4,Person,center-right,,Laptop,bottom-center,,95,dimgray,,,,Infosys,Infosys,top-left,,,,,1,20.36989382
2023-09-22,1536,8,0,0,8,0.53,Infosys,Offerings,https://twitter.com/Infosys/status/1705122261189984506,"Infosys plays a crucial role in Cummins’ security strategy by optimizing password management & implementing access governance across multiple applications. Listen to what Monika J Field, Cummins, says about this engagement. http://infy.com/48my4hg #fortifycyber #cybersecurity",,,,,Packaged goods,1,Packaged goods,center-right,,,,,119,dimgray,,,,Infosys,Infosys,top-left,,,,,0,0
2023-09-25,3534,78,0,0,78,2.21,Infosys,Sports,https://twitter.com/Infosys/status/1706209436023365657,"🎾 Every champion evolves through uncertainty to stay on top. Just like 
@iga_swiatek
.

Discover how Infosys helps champions evolve, whatever their business, to navigate their next. http://infy.com/48vVWPp 
#IgaXInfosys #ChampionsEvolve 🏆 #NavigateYourNext",3,Joy,top-center,,"Person, Person, Tennis racket, Person, Racket, Racket, Racket, Person",8,Person,center,,Person,center,,116,black,,,,Infosys,Infosys,top-right,,,,,4,67.8962376
2023-09-19,2713,6,0,0,6,0.23,Infosys,Offerings,https://twitter.com/Infosys/status/1704128122319438148,"Presenting the 4th edition of our study on strategies of 100 global #insurance CXOs, by Shriranjan Gharpure and Pallavi J. Study found that #CXOs prioritize ramping up customer experience and digital self-service. Know more: http://infy.com/46byjKJ",,,,,"Laptop, Person",2,Laptop,center-right,,Person,center-right,,104,dimgray,,,,Infosys,Infosys,top-left,,,,,1,23.05281714
2023-09-25,1634,5,0,0,5,0.31,Infosys,PR,https://twitter.com/Infosys/status/1706232074087125467,"This Pov by Sankar Sighakolli and Ratikant Jha takes us through the journey as how we can elevate any business to new heights with our cutting-edge Intelligent Distributed Management Solution.

To read more: http://infy.com/4613TL5
#Dynamics365 #powerplatform #Microsoft",2,Joy,center,,"Person, Person",2,Person,center,,Person,center,,141,lightseagreen,,,,Infosys,Infosys,top-left,,,,,2,4.932794701
2023-09-26,1313,3,0,0,3,0.23,Infosys,Events,https://twitter.com/Infosys/status/1706503870271111663,"🫀 Exciting News! 🌟 Join us on #WorldHeartDay as we host the renowned Dr. Devi Shetty at Infosys for the ""Inspire by HALE"" event. 
Get ready to be inspired and empowered to take charge of your heart health. Stay tuned for insights that could change lives! ❤️ #InfyHALE",1,Joy,center-left,,"Person, Coat, Hat",3,Person,center-left,,Coat,center-left,,194,mediumvioletred,,,,Infosys,Infosys,top-left,,,,,1,34.1802548
2023-09-26,1855,11,0,0,11,0.6,Infosys,Offerings,https://twitter.com/Infosys/status/1706602128129581202,"With increase in remote work and use of cloud, the potential attack surface has also grown. What steps is Infosys taking to bolster its cybersecurity for the endpoint landscape? Read here: http://infy.com/3tdwOwC 
@Infosys_IKI",2,Joy,center-right,,"Person, Table top, Person, Top",4,Person,center,,Person,center-right,,63,darkolivegreen,,,,Infosys,Infosys,top-left,,,,,2,34.60660272
2023-09-26,1592,10,0,0,10,0.63,Infosys,Offerings,https://twitter.com/Infosys/status/1706632211473068403,"Modern workplaces thrive on digital and technology tools, empowering employees with seamless work experiences and connectivity. Our Future of Work 2023 report identifies workplace automation and modernization as paramount for success in this hybrid era. http://infy.com/3PPCJRB",3,Joy,center,,"Person, Person, Person, Person, Tire, Top, Pants, Top",8,Person,bottom-center,,Person,center-right,,76,silver,,,,Infosys,Infosys,top-left,,,,,4,38.55790806
2023-09-27,696,6,1,0,7,1.01,Infosys,Deals,https://twitter.com/Infosys/status/1706904002279903475,"A strategic partnership meeting between such industry legends: 
@NandanNilekani
, Infosys and Jensen Huang, NVIDIA. When such powerhouses of the tech world collaborate, we learn to view the future of AI and industry through a whole new paradigm! Read more. http://infy.com/3ZCj4I3",2,Joy,top-center,,"Person, Person, Person, Belt, Person",5,Person,center,,Person,center,,,silver,,,,,,,,,,,4,114.1539833
2023-09-27,528,4,0,0,4,0.76,Infosys,Awards & Recognition,https://twitter.com/Infosys/status/1706911553621041392,"We are thrilled to announce that our Infosys Crescent campus in Bengaluru, has been honored and recognized as one amongst the ‘100 Iconic Sustainable buildings’, during the G20, India Presidency.

#InfosysESG | #ESGIsAnOpportunity | #sustainability | #energyefficiency",,,,,"Building, Plant",2,Building,top-center,,Plant,center-left,,49,gray,,,,,,,,,,,0,0
2023-09-20,2989,12,1,0,13,0.44,Infosys,Deals,https://twitter.com/Infosys/status/1704437131450454422,"We are excited to expand our strategic collaboration with 
@nvidia
 with the aim to help enterprises worldwide, drive productivity gain with #generativeAI applications and solutions. Read more! http://infy.com/3Rtv4td #InfosysTopaz",1,Joy,center-right,,"Person, Television",2,Person,bottom-right,,Television,bottom-center,,113,black,,,,Nvidia,Nvidia,top-right,,,,,1,13.71049938
2023-09-27,1506,10,0,0,10,0.67,Infosys,Offerings,https://twitter.com/Infosys/status/1706950897551470799,"Delve into the world of Video-based Communications and explore the seamless integration of video personalization technology and human interaction in this Infosys and 
@awscloud
 authored whitepaper. Read here: http://infy.com/48t7uDb
#iCETS #InfosysPersonalizedSmartVideo",3,Joy,center-right,,"Person, Laptop",2,Person,center-right,,Laptop,center,,113,darkslategray,,,,Infosys,Infosys,top-left,,,,,1,25.72216752
2023-09-22,3628,8,0,0,8,0.23,Deloitte,Offerings,https://twitter.com/Deloitte/status/1705175106329116982,"Introducing the 'Government’s Future Frontiers' podcast series. Join us as we embark on a global journey to explore the innovative approaches adopted by government agencies worldwide. Tune into Apple Podcasts, Spotify, and more! https://deloi.tt/3RvyKe0",1,Joy,top-right,,"Person, Person, Hat",3,Person,center,,Person,center-right,,119,gainsboro,,,,Deloitte,Deloitte,top-left,,,,,2,6.617624177
2023-09-23,2536,8,1,0,9,0.36,Capgemini,ESG,https://twitter.com/Capgemini/status/1705552666879774922,"At #ClimateWeekNYC, we discuss how #WealthManagers are rebuilding trust with #HNWIs to rekindle their #ESG investments and how property insurers dive resilience amidst rising #ClimateChange risks.
Download our POVs here: https://bit.ly/3RvOmhG",3,Joy,top-center,,"Person, Person",2,Person,center-right,,Person,center,,89,darkslategray,,,,,,,,,,,2,51.26652314
2023-09-23,1674,8,0,0,8,0.48,Capgemini,Diversity & Inclusion,https://twitter.com/Capgemini/status/1705424292203139318,"Let's take #PrideInProgress 🌈 by being allies to our LGBT+ colleagues. We celebrate #BiVisibilityDay with our OUTfront community, reinforcing our commitment to build an inclusive future where everyone brings their authentic selves to the workplace.

#Pride #GetTheFutureYouWant",1,Joy,center-right,,"Person, Earrings",2,Person,center-right,,Earrings,bottom-right,,51,rosybrown,,,,,,,,,,,1,58.58886518
2023-09-25,2417,13,0,0,13,0.54,Cognizant,Offerings,https://twitter.com/Cognizant/status/1706308823475003565,"We’re excited to have been selected by 
@Intrum_UK
—to enable the credit management company’s end-to-end digital transformation by providing digital integration and core modernization services across its operations in 20 European countries: https://cogniz.at/3LD4F8J",1,Joy,center-right,,"Outerwear, Person",2,Outerwear,center-right,,Person,center-right,,315,midnightblue,,,,,,,,,,,1,4.877265352
2023-09-19,4415,20,1,0,21,0.48,Deloitte,ESG,https://twitter.com/Deloitte/status/1704103044663701914,"As a founding partner of the 
@UN
 SDG Pavilion, join Deloitte leaders as they share ideas, insights, and solutions to help accelerate equity, sustainability, and prosperity around the globe.✨ https://deloi.tt/3RwsHGp

#GlobalGoals #SDIM23 #UNGA78 #UNWeek",,,,,Lighting,1,Lighting,center,,,,,32,peru,,,,Deloitte,Deloitte,top-left,,,,,0,0
2023-09-20,2273,5,0,0,5,0.22,Deloitte,ESG,https://twitter.com/Deloitte/status/1704540929380553208,"This #UNWeek, Deloitte’s convening some of the world’s most powerful leaders and policymakers to drive conversations around multisector challenges and create shared solutions for a more equitable and sustainable world 🌎. https://deloi.tt/3RmgS5q
#UNGA78 #SDIM23",,,,,Lighting,1,Lighting,center-right,,,,,85,peru,,,,Deloitte,Deloitte,top-left,,,,,0,0
2023-09-28,549,2,0,0,2,0.37,HCL,Events,https://twitter.com/hcltech/status/1707295317434261997,"Google Cloud Next London will unite leaders and cloud enthusiasts. As a Signature sponsor of the event, HCLTech will be at the forefront, showcasing how we #SuperchargeProgress through GenAI. Join us at booth #22. Register now: https://bit.ly/3Rxxkjf  #CloudSMART",,,,,,,,,,,,,116,sienna,,,,,,,,,,,,
2023-09-20,2702,8,0,0,8,0.3,Deloitte,ESG,https://twitter.com/Deloitte/status/1704465432210440528,"At Deloitte we love supporting our inspiring young leaders as they make an #ImpactThatMatters. In our latest #OYW blog, three of our #OYWAmbassadors voice their opinions on #ClimateChange and #sustainability. Read it today 👉 https://deloi.tt/3PpSCg5

#RoadToOYW #SDG",1,Joy,center-left,,"Person, Belt, Top",3,Person,center,,Belt,bottom-left,,36,gray,,,,,,,,,,,1,20.59453955
2023-09-20,3572,14,1,0,15,0.42,Deloitte,ESG,https://twitter.com/Deloitte/status/1704223839649939756,"This #ClimateWeek, discover how Deloitte is driving conversations to help accelerate the transition to a prosperous low-carbon economy and create healthier, more equitable communities. 🌎

Explore the agenda at #UNGA78 and beyond. https://deloi.tt/46aVuUI #SDIM23 #UNWeek",,,,,Lighting,1,Lighting,center-right,,,,,85,peru,,,,Deloitte,Deloitte,top-left,,,,,0,0
2023-09-12,1097,2,0,0,2,0.19,HCL,Offerings,https://twitter.com/hcltech/status/1701544733099598199,Gain valuable insights into the #cloud journey experiences of 500 senior executives across 17 industries and 11 countries with HCLTech's research. Download our report now to learn more: https://hcltech.com/cloud-research/,,,,,,,,,,,,,133,slateblue,,,,,,,,,,,,
2023-09-12,606,3,1,0,4,0.67,HCL,Sports,https://twitter.com/hcltech/status/1701482806566949343,"🥇 In the spirit of #SuperchargingProgress, we applaud the never-give-up attitude of every participant and as Silver Sponsors of the #PolandBusinessRun, we're thrilled to have played our part in raising awareness and funds for this noble cause.",1,Joy,center,,"Person, Outerwear, Person, Packaged goods, Jacket, Packaged goods",6,Person,bottom-center,,Outerwear,bottom-center,,14,darkgray,,,,,,,,,,,2,24.205876
2023-09-13,1446,5,1,0,6,0.42,Infosys,Events,https://twitter.com/Infosys/status/1701868326849249665,An insightful speaker session on navigating the digital age. Discover the keys to success in the ever-evolving world of technology. For more - http://infy.com/3PDbg5F #InfosysAmericasConfluence #InfosysConfluence2023 #AmericasConfluence,4,Joy,center,,"Person, Person, Person, Person",4,Person,center-left,,Person,center-right,,360,midnightblue,,,,,,,,,,,4,4.659893104
2023-09-13,1439,5,0,0,5,0.35,Infosys,Offerings,https://twitter.com/Infosys/status/1701890972999659527,"Gain insights into why gross-to-net (GTN) calculations are crucial in the field of life sciences. Learn about the impact of GTN on pricing, forecasting, and decision-making.

Click here to know more. http://infy.com/466CI0S

#InfySAPServices",1,Joy,center-right,,"Person, Glasses",2,Person,center-right,,Glasses,center-right,,74,darkslategray,,,,Infosys,Infosys,top-left,,,,,1,31.92863416
2023-09-14,1412,5,1,0,6,0.43,Infosys,Offerings,https://twitter.com/Infosys/status/1702313589934088549,"Launching the Future of Work 2023 Report Turtl: Your gateway to the #FutureofWork 2023 Report!

Dive into concise, interactive sections spotlighting pivotal trends as identified by the report. Explore the future with us as we unravel insights from the report - http://infy.com/48cbCHB

#NextAtWork #TurtlRelease",1,Joy,center,,"Person, Chair, Glasses",3,Person,center-right,,Chair,center-right,,83,darkgray,,,,Infosys,Infosys,top-left,,,,,1,33.41824172
2023-09-11,3864,8,0,0,8,0.21,Deloitte,ESG,https://twitter.com/Deloitte/status/1701203939419464086,"Learn why major steelmakers are exploring greener production pathways with an eye on regulation and emission-conscious customers: https://deloi.tt/3Rjc4hj 
#GreenspaceTech #climatetech",,,,,Window,1,Window,center-right,,,,,179,black,Learn how emerging technologies could,center-left,,Deloitte,Deloitte,top-left,,,,,0,0
2023-09-15,2251,6,0,0,6,0.27,Infosys,Events,https://twitter.com/Infosys/status/1702748460460507416,ADT's Sam Jaddi and Honeywell Aerospace's Toby Price joined Infosys' Jasmeet Singh for an insightful discussion on steps the manufacturing industry can take to implement and leverage #AI. #AmericasConfluence #InfosysConfluence2023 #BeingAIFirst,8,Joy,bottom-center,,"Person, Person, Person, Person, Person, Person, Person, Person, Person, Person",10,Person,bottom-center,,Person,bottom-center,,100,darkslategray,,,,,,,,,,,10,18.55589758
2023-09-15,1552,5,0,0,5,0.33,Infosys,Offerings,https://twitter.com/Infosys/status/1702668604737564802,Energy companies can magnify business benefits by embracing principles of harmonization and standardization. Know more. http://bit.ly/3PE3aZl #InfySAPServices,2,Joy,center,,"Person, Helmet, Helmet, Person",4,Person,center,,Person,bottom-right,,164,darkgray,,,,Infosys,Infosys,top-left,,,,,2,27.84279473
2023-09-15,622,3,0,0,3,0.49,Infosys,Offerings,https://twitter.com/Infosys/status/1702555352124772614,"From pricing strategies to forecasting accuracy, gross-to-net (GTN) plays a pivotal role in the #lifesciences industry. See how the data-driven world of life sciences can be transformed with GTN.

Click here to know more. http://infy.com/45TgQq4

#InfySAPServices",2,Joy,center,,"Laptop, Person, Person, Person, Person, Table top",6,Person,center,,Laptop,bottom-right,,92,darkslategray,,,,Infosys,Infosys,top-left,,,,,4,64.45408385
2023-09-21,667,1,0,0,1,0.15,Capgemini,ESG,https://twitter.com/Capgemini/status/1704752383115321375,"As nearly half of executives consider biodiversity loss a medium-term risk, organizations are setting #biodiversity targets to achieve by 2030. But do you think the danger is looming over sooner than expected?
☀️🌍🥵 Find out here https://bit.ly/3PEiVk8

#ConservationEfforts",,,,,Animal,1,Animal,bottom-center,,,,,86,black,,,,,,,,,,,0,0
2023-09-13,3727,10,0,0,10,0.27,Deloitte,Events,https://twitter.com/Deloitte/status/1701913614578245710,"Dive into health care innovation with Deloitte at 
@Workday
 Rising! Discover a new solution for cost analysis and affordable care, and hear insights on data-driven practices for sustainable healthcare. https://deloi.tt/3PAEHoR #WDAYRising #Healthcareinnovation",2,Joy,bottom-center,,"Ball, Ball, Person, Ball, Ball, Person",6,Ball,top-right,,Ball,top-center,,297,cadetblue,,,,Deloitte,Deloitte,top-left,,,,,2,2.332003189
2023-09-22,1538,8,0,0,8,0.53,Infosys,Thought Leader,https://twitter.com/Infosys/status/1705167561610940829,"Sunil Senan, Infosys, highlights that leveraging #machinelearning and #AI in dataops offers competitive advantages. Read more by 
@nyike
 in 
@InfoWorld
. http://bit.ly/45RvhLc #InfosysTopaz",1,Joy,center-right,,"Person, Clothing",2,Person,center-right,,Clothing,center-right,,199,steelblue,,,,,,,,,,,1,4.617964353
2023-09-22,1837,9,0,0,9,0.49,Infosys,Thought Leader,https://twitter.com/Infosys/status/1705107163914318142,"Infosys empowers Tomasz by providing access to new age learning platform – Lex! This ensures that he has the support needed to excel in his career & beyond. Add more meaning to your career when you work with Infosys. http://infy.com/3Pv9guG
#ThisIsInfosys #BuildWhatsNext #Careers",1,Joy,center-right,,"Clothing, Person",2,Clothing,center-right,,Person,center-right,,170,goldenrod,,,,Infosys,Infosys,top-left,,,,,1,6.749790688
2023-09-22,2805,19,2,0,21,0.75,Infosys,Deals,https://twitter.com/Infosys/status/1705175111853031505,"We are creating industry-leading AI solutions for enterprises on their journey to become AI-first by combining our strengths with 
@nvidia
 and training workforce members on NVIDIA AI technology. Learn more. http://infy.com/3rmStSK #InfosysTopaz #GenerativeAI 
@NandanNilekani",1,Joy,center-right,,"Person, Outerwear, Suit",3,Person,center-right,,Outerwear,center-right,,324,peru,,,,Nvidia,Nvidia,top-right,,,,,1,6.48286819
2023-09-25,475,1,0,0,1,0.22,Infosys,Sports,https://twitter.com/Infosys/status/1706194335656509697,"🎾 When they think it’s over, #ChampionsEvolve 🏆 
@iga_swiatek


Discover how Infosys helps champions evolve, whatever their business, to navigate their next. http://infy.com/48vVWPp #IgaXInfosys #NavigateYourNext",3,Joy,top-center,,"Person, Tennis racket, Person, Person, Racket, Shorts, Shorts",7,Person,center,,Person,center,,111,black,,,,Infosys,Infosys,top-right,,,,,3,53.56734447
2023-09-14,2876,9,0,0,9,0.32,Deloitte,Offerings,https://twitter.com/Deloitte/status/1702351499941085588,Deloitte is looking forward to #Sibos! Banking and FinTech partners from around the world will be in Toronto to discuss the opportunities and challenges facing the industry. Visit our site to learn more. https://deloi.tt/48gNDHm,,,,,Camera lens,1,Camera lens,center-right,,,,,51,black,,,,Deloitte,Deloitte,top-left,,,,,0,0
2023-09-25,1659,7,0,0,7,0.43,Infosys,ESG,https://twitter.com/Infosys/status/1706216978774372597,"To enable  sustainable business growth, Infosys S&OP Carbon Footprint Management is a solution that helps you measure, analyze, and reduce carbon impact effortlessly. 

Know more. http://infy.com/3rpEXO3

#InfySAPServices",,,,,,,,,,,,,55,black,,,,,,,,,,,,
2023-09-25,1551,5,0,0,5,0.33,Infosys,Offerings,https://twitter.com/Infosys/status/1706262277509259459,"@ArcelorMittal
 embarked on a journey to digitally transform their European operations. Together with Infosys, the manufacturer fortified their business operations and value chain, with technology at the core. Read more: http://infy.com/3tczoTC

#NavigateYourNext",,,,,"Tire, Tire",2,Tire,bottom-right,,Tire,center-right,,130,black,,,,"Infosys, ArcelorMittal",Infosys,top-left,,ArcelorMittal,top-right,,0,0
2023-09-26,1729,8,0,0,8,0.47,Infosys,Deals,https://twitter.com/Infosys/status/1706613700105261324,"We are delighted to announce that 
@Microsoft
 and Infosys are collaborating to help enterprises take an AI-first approach to scale next-generation AI solutions to enable business transformation. Read More! http://infy.com/465CqYm #InfosysTopaz #generativeAI 
@msPartner
 
@nicoledezen",1,Joy,center-left,,Person,1,Person,center-left,,,,,125,black,,,,Microsoft Corporation,Microsoft Corporation,top-right,,,,,1,35.2644536
2023-09-26,664,3,0,0,3,0.46,Infosys,Events,https://twitter.com/Infosys/status/1706541615270023412,"#iCETS leader Manjunatha Kukkuru shared his thoughts at the IEEE India Blockchain Forum about opportunities and challenges in the fields of #Blockchain, #Metaverse & Web 3.0. The forum aimed to accelerate the adoption of these technologies in India. Visit: http://infy.com/48tkd8Q",5,Joy,center,,"Person, Person, Person, Person, Person, Person, Table",7,Person,center-left,,Person,center,,211,dimgray,,,,,,,,,,,6,34.92015678
2023-09-27,1487,5,1,0,6,0.41,Infosys,Thought Leader,https://twitter.com/Infosys/status/1706994599137325538,".
@karthik_an
, Infosys, highlights the crucial need to balance innovation with data privacy and security while adopting Generative AI capabilities to improve productivity in this latest POV. Read more: http://infy.com/3PUyZhN #cybersecurity #fortifycyber",1,Joy,center-right,,Person,1,Person,center-right,,,,,110,darkorchid,,,,,,,,,,,1,5.431137378
2023-09-27,1352,7,0,0,7,0.52,Infosys,Offerings,https://twitter.com/Infosys/status/1706951262942417070,"In 2023, nearly two-thirds of companies (65%) use three to four cloud or cloud service providers, as per 
@infosys_IKI
 research.
To understand how companies can manage the cloud better, read Cloud Radar 2023: http://infy.com/3PBAEHo",1,Joy,top-right,,"Person, Clothing",2,Person,center-right,,Clothing,center-right,,51,darkslateblue,,,,,,,,,,,1,37.26444627
2023-09-28,593,2,0,0,2,0.34,Infosys,Offerings,https://twitter.com/Infosys/status/1707326787447894438,"Are you a software director wondering why the current release is suffering from a ‘Watermelon effect’, where it is suddenly in ‘red’, with no prior indications or symptoms? Discover Infosys Live Engineering for #predictiveanalytics. http://infy.com/3ET8oLC",2,Joy,center-right,,"Laptop, Person, Table top, Person, Top, Book",6,Person,center-right,,Table top,bottom-center,,85,darkslategray,,,,Infosys,Infosys,top-left,,,,,2,54.1999336
2023-09-25,3871,9,1,0,10,0.26,Deloitte,Offerings,https://twitter.com/Deloitte/status/1706262272715190748,"How can governments build infrastructure for tomorrow with today's rising costs? In our latest report, we discuss the four steps #governments should take to ensure continued success. https://deloi.tt/45VOg6U",,,,,Bracelet,1,Bracelet,center-right,,,,,112,black,play a pivotal role,bottom-left,,Deloitte,Deloitte,top-left,,,,,0,0
2023-09-25,4688,12,1,0,13,0.28,Deloitte,ESG,https://twitter.com/Deloitte/status/1706277371194560732,The emergence of a #GreenHydrogen economy represents a major sustainable growth opportunity for developing countries. Learn more in our latest report. https://deloi.tt/3PkxcAR,,,,,Mirror,1,Mirror,center-right,,,,,81,darkslategray,Learn more in,bottom-left,,Deloitte,Deloitte,top-left,,,,,0,0
2023-09-25,3502,6,0,0,6,0.18,Deloitte,Offerings,https://twitter.com/Deloitte/status/1706308265888317810,How are governments tackling today's challenges while shaping a brighter tomorrow? Tune into our Government’s Future Frontiers podcast series for inspiring stories and insights: https://deloi.tt/3ZtvEJs,1,Joy,top-right,,"Person, Person, Hat",3,Person,center,,Person,center-right,,119,gainsboro,,,,Deloitte,Deloitte,top-left,,,,,2,6.617624177
2023-09-25,3562,5,0,0,5,0.15,Deloitte,Awards & Recognition,https://twitter.com/Deloitte/status/1706337766454272424,"Deloitte clinched 141 tier-one rankings in 62 jurisdictions in the 2024 
@ITR_WorldTax
 guide, a result of our tax professionals’ effort and the positive feedback received from our valued clients. https://deloi.tt/3ZzjvCT",,,,,Hat,1,Hat,center-right,,,,,237,whitesmoke,,,,Deloitte,Deloitte,top-left,,,,,0,0
2023-09-27,692,4,0,0,4,0.58,Capgemini,Offerings,https://twitter.com/Capgemini/status/1707092839144829126,"Unlock the future with #TechnoVision - your gateway to the latest in tech trends. Dive into the world of AI, the metaverse, quantum computing through our expert insights. Join the conversation today! 💬🚀 https://bit.ly/452sAFu  #TechTrends #innovation",,,,,Door,1,Door,center-right,,,,,106,black,,,,,,,,,,,0,0
2023-09-27,3494,10,1,0,11,0.32,Deloitte,ESG,https://twitter.com/Deloitte/status/1706987048320532499,"#GreenHydrogen dominates the hydrogen market from the beginning, reaching 85% of market share in 2050. Find out how it can help achieve global climate neutrality, read our latest report. https://deloi.tt/48hSBmS",,,,,Packaged goods,1,Packaged goods,center-right,,,,,95,linen,Find out how,bottom-left,,Deloitte,Deloitte,top-left,,,,,0,0
2023-09-28,15500,113,1,0,114,0.74,Cognizant,Leadership,https://twitter.com/Cognizant/status/1707430804370923520,Cognizant is pleased to welcome Jatin Dalal as Chief Financial Officer. Read more: https://cogniz.at/3t3T0t6,1,Joy,center,,"Tie, Glasses, Person, Suit",4,Person,center,,Tie,center,,,gray,,,,,,,,,,,1,57.63252046
2023-09-18,2419,9,0,0,9,0.38,Infosys,Offerings,https://twitter.com/Infosys/status/1703642512961790071,"Discover the pros and cons of various implementation options to find the right path for your organization.
Unleash your #digitaltransformation with a tailored approach.

Click here to know more. http://infy.com/45HJo5P

#InfySAPServices",,,,,"Laptop, Computer keyboard, Person",3,Laptop,center-right,,Computer keyboard,center-right,,105,tan,,,,Infosys,Infosys,top-left,,,,,1,24.67023638
2023-09-18,1634,6,0,0,6,0.37,HCL,Thought Leader,https://twitter.com/hcltech/status/1703734249105531351,".
@iamashish_gupta
, Chief Growth Officer for Europe and Africa, Diversified Industries at HCLTech, recently shared his views on the post-pandemic revolution reshaping work models and unleashing talent worldwide in an interview with Computer Weekly. From megacities to emerging global talent hubs, it's clear that talent knows no boundaries. For more on Ashish's perspectives on the future of remote work, tech excellence, HCLTech's growth trajectory and more, visit https://computerweekly.com/feature/Interview-",1,Joy,center-right,,"Tie, Glasses, Person",3,Person,center-right,,Tie,bottom-right,,186,darkslategray,,,,,,,,,,,1,34.77067084
2023-09-19,1205,8,0,0,8,0.67,HCL,ESG,https://twitter.com/hcltech/status/1704068308142850549,"#ClimateWeekNYC is underway alongside the United Nations General Assembly and has a clear message: We can. We will.
💪 At HCLTech, we can. We will supercharge progress, sustainably.
♻ Having cut scope 1 and 2 emissions by 22%, we are well ahead of our targets and we will achieve net zero by 2040. #SuperchargingProgress
👇 Read our sustainability report 2022-23 to learn more: https://hcltech.com/sites/default/files/document/open/FY2023_HCLTech_Sustainability_Report.pdf",,,,,Lighting,1,Lighting,center-right,,,,,104,black,,,,,,,,,,,0,0
2023-09-20,5177,14,2,0,16,0.31,Infosys,Thought Leader,https://twitter.com/Infosys/status/1704420137581838688,"Employees desire flexibility while managers seek team cohesion. As the #returntooffice debate rages, 
@iamvarrier
 shares some insights on how organizations can bridge this gap and create a workplace that works for all. Read this article in 
@Forbes
: https://bit.ly/45Mfm0O",1,Joy,center-right,,"Glasses, Person, Suit, Outerwear, Coat",5,Person,center-right,,Glasses,center-right,,98,darkcyan,,,,Infosys,Infosys,top-left,,,,,1,41.0635513
2023-09-20,3172,13,2,0,15,0.48,Infosys,Offerings,https://twitter.com/Infosys/status/1704460403462353143,"Infosys has achieved Amazon Web Services (AWS) Automotive Competency and is excited to be a part of the #AWS Partner Network as a Launch Partner! 
@awscloud
 
@AWS_Partners
 
Read more: http://infy.com/3LSMNHh",,,,,Person,1,Person,center-right,,,,,123,black,,,,Infosys,Infosys,top-left,,,,,1,30.13217359
2023-09-15,1660,9,0,0,9,0.55,Infosys,Events,https://twitter.com/Infosys/status/1702630846555955422,Learn how businesses can achieve a key performance indicator (#KPI)-focused #businesstransformation by breaking free from outdated models and silos with Infosys and #Oracle at #Cloudworld 2023. http://bit.ly/3sWLNev #InfyAtOCW23,2,Joy,top-right,,"Person, Chair, Person, Chair, Person, Table, Person, Person, Person, Clothing",10,Chair,bottom-right,,Person,top-right,,169,darkgray,,,,Infosys,Infosys,top-left,,,,,6,19.06600263
2023-09-15,718,3,0,0,3,0.42,Infosys,Events,https://twitter.com/Infosys/status/1702547800091746639,"While speaking at #InfosysTopaz event, 
@rafeetarafdar
 shared insights on Topaz, that included AI playbook, platforms with multiple uses, ecosystem, talent & much more. He also spoke about the “Poly AI” approach & making Infosys an #AIfirst company. http://infy.com/44Rrf4f",1,Joy,center-right,,"Person, Clothing",2,Person,center-right,,Clothing,center-right,,175,lightseagreen,,,,Infosys,Infosys,top-left,,,,,1,11.07058473
2023-09-20,916,5,1,0,6,0.66,HCL,Offerings,https://twitter.com/hcltech/status/1704434728378466462,Thrilled to share that HCLTech has launched Shared Data Center as a service (DCaaS) on IBM Cloud for VMware Solutions. Accelerate hybrid cloud transformations with industry-leading security and compliance standards with HCLTech's Shared DCaaS. Learn more: https://bit.ly/3rdR4hl,,,,,Packaged goods,1,Packaged goods,center,,,,,133,midnightblue,,,,IBM,IBM,top-left,,,,,0,0
2023-09-21,2603,14,0,0,14,0.54,Infosys,Offerings,https://twitter.com/Infosys/status/1704820280772735440,"#iCETS leaders talked about Accelerating Business Value (Enterprise AI), Scaling AI Innovation (Generative AI Labs), and how to navigate the journey to being AI-first at the #AmericasConfluence2023 in San Diego, CA.

Read more: http://infy.com/3rj2Ref",1,Joy,center,,"Person, Outerwear",2,Person,center-right,,Outerwear,bottom-right,,61,darkgray,,,,Infosys,Infosys,top-left,,,,,1,32.41148961
